text,label
"From: Techcombank Billing <billing@confirm-access.xyz>
Subject: Final notice: verify your account
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại https://confirm-access.xyz/account/confirm.",1
"From: Phòng đào tạo <no-reply@university.edu.vn>
Subject: Lịch họp ngày mai
Vui lòng xem thông tin trong cổng thông tin nội bộ. Nếu cần hỗ trợ, hãy liên hệ bộ phận phụ trách qua kênh chính thức. Mọi thay đổi quan trọng sẽ được thông báo trên hệ thống chính thức.",0
"From: Phòng đào tạo <no-reply@university.edu.vn>
Subject: Lịch họp ngày mai
Vui lòng xem thông tin trong cổng thông tin nội bộ. Nếu cần hỗ trợ, hãy liên hệ bộ phận phụ trách qua kênh chính thức. Bạn có thể bỏ qua email này nếu thông tin đã được cập nhật.",0
"From: Customer Care Microsoft <service@account-check.click>
Subject: Bạn đã trúng thưởng
Bạn được chọn nhận phần thưởng. Hãy cung cấp thông tin tài khoản và xác nhận tại https://account-check.click/security-check để nhận tiền. Your accunt must be verfy today.",1
"From: BIDV Security <security@support-center.club>
Subject: Yêu cầu cập nhật thông tin thanh toán
Khoản hoàn tiền đang chờ xử lý. Vui lòng xác nhận số thẻ, CVV và mã xác minh tại https://support-center.club/login.",1
"From: Customer Care BIDV <service@confirm-access.xyz>
Subject: Khẩn cấp: tài khoản của bạn sắp bị khóa
Bạn được chọn nhận phần thưởng. Hãy cung cấp thông tin tài khoản và xác nhận tại https://confirm-access.xyz/billing/update để nhận tiền.",1
"From: Thư viện <no-reply@university.edu.vn>
Subject: Tài liệu cuộc họp
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được. Tham khảo: https://portal.university.edu.vn/",0
"From: Thư viện <no-reply@university.edu.vn>
Subject: Thông báo bảo trì hệ thống
Đây là thông báo định kỳ. Bạn không cần cung cấp mật khẩu, mã OTP hoặc thông tin thẻ qua email.",0
"From: Google Billing <billing@service-update.top>
Subject: Cảnh báo bảo mật - xác minh ngay
Tài khoản của bạn sẽ bị đình chỉ nếu không hành động ngay. Truy cập http://103.21.55.18/account/confirm để xác minh danh tính.",1
"From: Ban quản trị hệ thống <no-reply@company.vn>
Subject: Thông báo giao hàng
Thông tin chi tiết đã được cập nhật trên hệ thống. Bạn có thể đăng nhập bằng cách tự mở ứng dụng hoặc trang web quen thuộc.",0
"From: Phòng đào tạo <no-reply@university.edu.vn>
Subject: Biên nhận thanh toán
Đây là thông báo định kỳ. Bạn không cần cung cấp mật khẩu, mã OTP hoặc thông tin thẻ qua email.",0
"From: Techcombank Billing <billing@verify-login.top>
Subject: Xác minh tài khoản để tránh đình chỉ
Tài khoản của bạn sẽ bị đình chỉ nếu không hành động ngay. Truy cập https://verify-login.top/billing/update để xác minh danh tính. !!! Hành động ngay lập tức!!!",1
"From: Apple Billing <billing@billing-confirm.loan>
Subject: Final notice: verify your account
Khoản hoàn tiền đang chờ xử lý. Vui lòng xác nhận số thẻ, CVV và mã xác minh tại https://billing-confirm.loan/security-check.",1
"From: Thư viện <no-reply@university.edu.vn>
Subject: Xác nhận đăng ký
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được. Tham khảo: https://university.edu.vn/account",0
"From: Techcombank Security <security@mail-security.club>
Subject: Thông báo hoàn tiền - xác nhận thông tin
Final notice. Verify your account immediately using https://mail-security.club/account/confirm or access may be suspended.",1
"From: Apple Billing <billing@verify-login.top>
Subject: Final notice: verify your account
Tài khoản của bạn sẽ bị đình chỉ nếu không hành động ngay. Truy cập http://verify-login.top/verify để xác minh danh tính.",1
"From: Thư viện <no-reply@university.edu.vn>
Subject: Nhắc lịch gia hạn dịch vụ
Đây là thông báo định kỳ. Bạn không cần cung cấp mật khẩu, mã OTP hoặc thông tin thẻ qua email. Nếu không yêu cầu thao tác này, hãy liên hệ bộ phận hỗ trợ. Tham khảo: https://portal.university.edu.vn/",0
"From: Phòng hành chính <no-reply@university.edu.vn>
Subject: Kết quả đăng ký môn học
Thông tin chi tiết đã được cập nhật trên hệ thống. Bạn có thể đăng nhập bằng cách tự mở ứng dụng hoặc trang web quen thuộc. Mọi thay đổi quan trọng sẽ được thông báo trên hệ thống chính thức.",0
"From: Ban quản trị hệ thống <no-reply@company.vn>
Subject: Thông báo bảo trì hệ thống
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được.",0
"From: Bộ phận nhân sự <no-reply@company.vn>
Subject: Thông báo giao hàng
Vui lòng xem thông tin trong cổng thông tin nội bộ. Nếu cần hỗ trợ, hãy liên hệ bộ phận phụ trách qua kênh chính thức. Không gửi thông tin đăng nhập cho bất kỳ ai. Tham khảo: https://portal.company.vn/",0
"From: Phòng CNTT <no-reply@company.vn>
Subject: Biên nhận thanh toán
Đây là thông báo định kỳ. Bạn không cần cung cấp mật khẩu, mã OTP hoặc thông tin thẻ qua email. Mọi thay đổi quan trọng sẽ được thông báo trên hệ thống chính thức. Tham khảo: https://company.vn/support",0
"From: MoMo Support <support@secure-account.xyz>
Subject: Khẩn cấp: tài khoản của bạn sắp bị khóa
Final notice. Verify your account immediately using https://secure-account.xyz/billing/update or access may be suspended.",1
"From: Ban quản trị hệ thống <no-reply@company.vn>
Subject: Thông báo lịch học tuần này
Xin vui lòng kiểm tra lịch và phản hồi trước thời hạn ghi trong thông báo. Cảm ơn bạn. Nếu không yêu cầu thao tác này, hãy liên hệ bộ phận hỗ trợ.",0
"From: Thư viện <no-reply@university.edu.vn>
Subject: Thông báo bảo trì hệ thống
Biên nhận được gửi để bạn lưu trữ. Nếu có sai lệch, liên hệ bộ phận chăm sóc khách hàng theo thông tin trên website chính thức.",0
"From: Phòng hành chính <no-reply@university.edu.vn>
Subject: Nhắc lịch gia hạn dịch vụ
Đây là thông báo định kỳ. Bạn không cần cung cấp mật khẩu, mã OTP hoặc thông tin thẻ qua email.",0
"From: Ban quản trị hệ thống <no-reply@company.vn>
Subject: Xác nhận đăng ký
Đây là thông báo định kỳ. Bạn không cần cung cấp mật khẩu, mã OTP hoặc thông tin thẻ qua email. Bạn có thể bỏ qua email này nếu thông tin đã được cập nhật.",0
"From: Thư viện <no-reply@university.edu.vn>
Subject: Lịch họp ngày mai
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được. Nếu không yêu cầu thao tác này, hãy liên hệ bộ phận hỗ trợ. Tham khảo: https://university.edu.vn/support",0
"From: MoMo Support <support@secure-account.xyz>
Subject: Bạn đã trúng thưởng
Chúng tôi phát hiện hoạt động bất thường. Bạn phải xác minh thông tin đăng nhập trong 24 giờ tại http://45.76.123.9/verify.",1
"From: Thư viện <no-reply@university.edu.vn>
Subject: Tài liệu cuộc họp
Đây là thông báo định kỳ. Bạn không cần cung cấp mật khẩu, mã OTP hoặc thông tin thẻ qua email. Không gửi thông tin đăng nhập cho bất kỳ ai.",0
"From: Techcombank Security <security@login-protect.click>
Subject: Final notice: verify your account
Bạn được chọn nhận phần thưởng. Hãy cung cấp thông tin tài khoản và xác nhận tại https://login-protect.click/security-check để nhận tiền. !!! Hành động ngay lập tức!!!",1
"From: Thư viện <no-reply@university.edu.vn>
Subject: Xác nhận đăng ký
Đây là thông báo định kỳ. Bạn không cần cung cấp mật khẩu, mã OTP hoặc thông tin thẻ qua email. Nếu không yêu cầu thao tác này, hãy liên hệ bộ phận hỗ trợ.",0
"From: PayPal Billing <billing@service-update.top>
Subject: Khẩn cấp: tài khoản của bạn sắp bị khóa
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại http://45.76.123.9/account/confirm.",1
"From: Ban quản trị hệ thống <no-reply@company.vn>
Subject: Tài liệu cuộc họp
Thông tin chi tiết đã được cập nhật trên hệ thống. Bạn có thể đăng nhập bằng cách tự mở ứng dụng hoặc trang web quen thuộc.",0
"From: Kế toán <no-reply@company.vn>
Subject: Thông báo bảo trì hệ thống
Đây là thông báo định kỳ. Bạn không cần cung cấp mật khẩu, mã OTP hoặc thông tin thẻ qua email.",0
"From: Apple Support <support@verify-user.top>
Subject: Yêu cầu cập nhật thông tin thanh toán
Khoản hoàn tiền đang chờ xử lý. Vui lòng xác nhận số thẻ, CVV và mã xác minh tại https://verify-user.top/account/confirm.",1
"From: Thư viện <no-reply@university.edu.vn>
Subject: Lịch họp ngày mai
Đây là thông báo định kỳ. Bạn không cần cung cấp mật khẩu, mã OTP hoặc thông tin thẻ qua email. Mọi thay đổi quan trọng sẽ được thông báo trên hệ thống chính thức.",0
"From: Phòng hành chính <no-reply@university.edu.vn>
Subject: Biên nhận thanh toán
Thông tin chi tiết đã được cập nhật trên hệ thống. Bạn có thể đăng nhập bằng cách tự mở ứng dụng hoặc trang web quen thuộc.",0
"From: Customer Care Apple <service@mail-security.club>
Subject: Security alert: act now
Khoản hoàn tiền đang chờ xử lý. Vui lòng xác nhận số thẻ, CVV và mã xác minh tại http://45.76.123.9/account/confirm. !!! Hành động ngay lập tức!!!",1
"From: Phòng CNTT <no-reply@company.vn>
Subject: Xác nhận đăng ký
Xin vui lòng kiểm tra lịch và phản hồi trước thời hạn ghi trong thông báo. Cảm ơn bạn.",0
"From: Customer Care Techcombank <service@verify-login.top>
Subject: Tài khoản hết hạn hôm nay
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại https://verify-login.top/billing/update. !!! Hành động ngay lập tức!!! Your accunt must be verfy today.",1
"From: PayPal Billing <billing@account-review.xyz>
Subject: Urgent: unusual login detected
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại https://account-review.xyz/login.",1
"From: Kế toán <no-reply@company.vn>
Subject: Biên nhận thanh toán
Đây là thông báo định kỳ. Bạn không cần cung cấp mật khẩu, mã OTP hoặc thông tin thẻ qua email.",0
"From: Phòng đào tạo <no-reply@university.edu.vn>
Subject: Kết quả đăng ký môn học
Đây là thông báo định kỳ. Bạn không cần cung cấp mật khẩu, mã OTP hoặc thông tin thẻ qua email. Bạn có thể bỏ qua email này nếu thông tin đã được cập nhật. Tham khảo: https://portal.university.edu.vn/",0
"From: Customer Care Google <service@verify-login.top>
Subject: Xác minh tài khoản để tránh đình chỉ
Tài khoản của bạn sẽ bị đình chỉ nếu không hành động ngay. Truy cập https://verify-login.top/security-check để xác minh danh tính.",1
"From: Vietcombank Support <support@secure-account.xyz>
Subject: Xác minh tài khoản để tránh đình chỉ
Tài khoản của bạn sẽ bị đình chỉ nếu không hành động ngay. Truy cập https://secure-account.xyz/login để xác minh danh tính.",1
"From: Google Billing <billing@security-alert.xyz>
Subject: Yêu cầu cập nhật thông tin thanh toán
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại http://103.21.55.18/account/confirm. !!! Hành động ngay lập tức!!!",1
"From: Phòng CNTT <no-reply@company.vn>
Subject: Thông báo lịch học tuần này
Xin vui lòng kiểm tra lịch và phản hồi trước thời hạn ghi trong thông báo. Cảm ơn bạn. Không gửi thông tin đăng nhập cho bất kỳ ai.",0
"From: Phòng hành chính <no-reply@university.edu.vn>
Subject: Thông báo giao hàng
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được.",0
"From: Vietcombank Billing <billing@security-alert.xyz>
Subject: Cảnh báo bảo mật - xác minh ngay
Bạn được chọn nhận phần thưởng. Hãy cung cấp thông tin tài khoản và xác nhận tại http://security-alert.xyz/verify để nhận tiền. !!! Hành động ngay lập tức!!!",1
"From: Phòng CNTT <no-reply@company.vn>
Subject: Thông báo bảo trì hệ thống
Vui lòng xem thông tin trong cổng thông tin nội bộ. Nếu cần hỗ trợ, hãy liên hệ bộ phận phụ trách qua kênh chính thức. Tham khảo: https://company.vn/account",0
"From: Thư viện <no-reply@university.edu.vn>
Subject: Thông báo bảo trì hệ thống
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được. Nếu không yêu cầu thao tác này, hãy liên hệ bộ phận hỗ trợ.",0
"From: Apple Support <support@secure-account.xyz>
Subject: Yêu cầu cập nhật thông tin thanh toán
Khoản hoàn tiền đang chờ xử lý. Vui lòng xác nhận số thẻ, CVV và mã xác minh tại http://45.76.123.9/verify.",1
"From: Kế toán <no-reply@company.vn>
Subject: Thông báo bảo trì hệ thống
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được.",0
"From: BIDV Billing <billing@login-protect.click>
Subject: Cảnh báo bảo mật - xác minh ngay
Chúng tôi phát hiện hoạt động bất thường. Bạn phải xác minh thông tin đăng nhập trong 24 giờ tại https://login-protect.click/security-check.",1
"From: Amazon Billing <billing@login-protect.click>
Subject: Thông báo hoàn tiền - xác nhận thông tin
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại https://login-protect.click/security-check.",1
"From: Phòng đào tạo <no-reply@university.edu.vn>
Subject: Lịch họp ngày mai
Biên nhận được gửi để bạn lưu trữ. Nếu có sai lệch, liên hệ bộ phận chăm sóc khách hàng theo thông tin trên website chính thức. Không gửi thông tin đăng nhập cho bất kỳ ai. Tham khảo: https://portal.university.edu.vn/",0
"From: Dịch vụ khách hàng <no-reply@shop.vn>
Subject: Thông báo lịch học tuần này
Vui lòng xem thông tin trong cổng thông tin nội bộ. Nếu cần hỗ trợ, hãy liên hệ bộ phận phụ trách qua kênh chính thức.",0
"From: Customer Care Amazon <service@login-protect.click>
Subject: Security alert: act now
Khoản hoàn tiền đang chờ xử lý. Vui lòng xác nhận số thẻ, CVV và mã xác minh tại https://login-protect.click/account/confirm.",1
"From: Phòng hành chính <no-reply@university.edu.vn>
Subject: Nhắc lịch gia hạn dịch vụ
Xin vui lòng kiểm tra lịch và phản hồi trước thời hạn ghi trong thông báo. Cảm ơn bạn. Mọi thay đổi quan trọng sẽ được thông báo trên hệ thống chính thức.",0
"From: Phòng đào tạo <no-reply@university.edu.vn>
Subject: Lịch họp ngày mai
Đây là thông báo định kỳ. Bạn không cần cung cấp mật khẩu, mã OTP hoặc thông tin thẻ qua email.",0
"From: Amazon Security <security@support-center.club>
Subject: Final notice: verify your account
Final notice. Verify your account immediately using https://support-center.club/login or access may be suspended. Your accunt must be verfy today.",1
"From: Ban quản trị hệ thống <no-reply@company.vn>
Subject: Kết quả đăng ký môn học
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được. Nếu không yêu cầu thao tác này, hãy liên hệ bộ phận hỗ trợ.",0
"From: Kế toán <no-reply@company.vn>
Subject: Nhắc lịch gia hạn dịch vụ
Vui lòng xem thông tin trong cổng thông tin nội bộ. Nếu cần hỗ trợ, hãy liên hệ bộ phận phụ trách qua kênh chính thức. Bạn có thể bỏ qua email này nếu thông tin đã được cập nhật.",0
"From: Bộ phận nhân sự <no-reply@company.vn>
Subject: Lịch họp ngày mai
Vui lòng xem thông tin trong cổng thông tin nội bộ. Nếu cần hỗ trợ, hãy liên hệ bộ phận phụ trách qua kênh chính thức.",0
"From: Thư viện <no-reply@university.edu.vn>
Subject: Phiếu lương tháng này
Xin vui lòng kiểm tra lịch và phản hồi trước thời hạn ghi trong thông báo. Cảm ơn bạn.",0
"From: Google Support <support@security-alert.xyz>
Subject: Thông báo hoàn tiền - xác nhận thông tin
Bạn được chọn nhận phần thưởng. Hãy cung cấp thông tin tài khoản và xác nhận tại https://security-alert.xyz/security-check để nhận tiền. !!! Hành động ngay lập tức!!!",1
"From: MoMo Support <support@verify-login.top>
Subject: Urgent: unusual login detected
Tài khoản của bạn sẽ bị đình chỉ nếu không hành động ngay. Truy cập https://verify-login.top/security-check để xác minh danh tính.",1
"From: BIDV Billing <billing@billing-confirm.loan>
Subject: Final notice: verify your account
Tài khoản của bạn sẽ bị đình chỉ nếu không hành động ngay. Truy cập http://185.10.20.30/billing/update để xác minh danh tính. Your accunt must be verfy today.",1
"From: Techcombank Support <support@service-update.top>
Subject: Xác minh tài khoản để tránh đình chỉ
Tài khoản của bạn sẽ bị đình chỉ nếu không hành động ngay. Truy cập https://service-update.top/login để xác minh danh tính.",1
"From: PayPal Security <security@account-review.xyz>
Subject: Bạn đã trúng thưởng
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại https://account-review.xyz/billing/update.",1
"From: Phòng hành chính <no-reply@university.edu.vn>
Subject: Tài liệu cuộc họp
Thông tin chi tiết đã được cập nhật trên hệ thống. Bạn có thể đăng nhập bằng cách tự mở ứng dụng hoặc trang web quen thuộc.",0
"From: Customer Care PayPal <service@login-protect.click>
Subject: Tài khoản hết hạn hôm nay
Khoản hoàn tiền đang chờ xử lý. Vui lòng xác nhận số thẻ, CVV và mã xác minh tại https://login-protect.click/login. Your accunt must be verfy today.",1
"From: Phòng hành chính <no-reply@university.edu.vn>
Subject: Xác nhận đăng ký
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được.",0
"From: Thư viện <no-reply@university.edu.vn>
Subject: Thông báo lịch học tuần này
Đây là thông báo định kỳ. Bạn không cần cung cấp mật khẩu, mã OTP hoặc thông tin thẻ qua email. Bạn có thể bỏ qua email này nếu thông tin đã được cập nhật.",0
"From: Customer Care Microsoft <service@verify-login.top>
Subject: Security alert: act now
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại https://verify-login.top/security-check.",1
"From: Vietcombank Security <security@service-update.top>
Subject: Urgent: unusual login detected
Chúng tôi phát hiện hoạt động bất thường. Bạn phải xác minh thông tin đăng nhập trong 24 giờ tại http://185.10.20.30/verify.",1
"From: Thư viện <no-reply@university.edu.vn>
Subject: Biên nhận thanh toán
Xin vui lòng kiểm tra lịch và phản hồi trước thời hạn ghi trong thông báo. Cảm ơn bạn.",0
"From: Microsoft Security <security@mail-security.club>
Subject: Security alert: act now
Tài khoản của bạn sẽ bị đình chỉ nếu không hành động ngay. Truy cập https://mail-security.club/login để xác minh danh tính.",1
"From: Phòng CNTT <no-reply@company.vn>
Subject: Kết quả đăng ký môn học
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được. Không gửi thông tin đăng nhập cho bất kỳ ai.",0
"From: Customer Care BIDV <service@mail-security.club>
Subject: Yêu cầu cập nhật thông tin thanh toán
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại http://45.76.123.9/billing/update.",1
"From: Microsoft Security <security@secure-account.xyz>
Subject: Cảnh báo bảo mật - xác minh ngay
Final notice. Verify your account immediately using http://secure-account.xyz/verify or access may be suspended.",1
"From: Thư viện <no-reply@university.edu.vn>
Subject: Thông báo giao hàng
Biên nhận được gửi để bạn lưu trữ. Nếu có sai lệch, liên hệ bộ phận chăm sóc khách hàng theo thông tin trên website chính thức. Nếu không yêu cầu thao tác này, hãy liên hệ bộ phận hỗ trợ. Tham khảo: https://university.edu.vn/account",0
"From: Thư viện <no-reply@university.edu.vn>
Subject: Phiếu lương tháng này
Thông tin chi tiết đã được cập nhật trên hệ thống. Bạn có thể đăng nhập bằng cách tự mở ứng dụng hoặc trang web quen thuộc.",0
"From: Customer Care BIDV <service@secure-account.xyz>
Subject: Security alert: act now
Tài khoản của bạn sẽ bị đình chỉ nếu không hành động ngay. Truy cập https://secure-account.xyz/login để xác minh danh tính.",1
"From: Ban quản trị hệ thống <no-reply@company.vn>
Subject: Biên nhận thanh toán
Xin vui lòng kiểm tra lịch và phản hồi trước thời hạn ghi trong thông báo. Cảm ơn bạn.",0
"From: PayPal Billing <billing@security-alert.xyz>
Subject: Khẩn cấp: tài khoản của bạn sắp bị khóa
Khoản hoàn tiền đang chờ xử lý. Vui lòng xác nhận số thẻ, CVV và mã xác minh tại https://security-alert.xyz/login.",1
"From: Customer Care PayPal <service@billing-confirm.loan>
Subject: Security alert: act now
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại https://billing-confirm.loan/billing/update. Your accunt must be verfy today.",1
"From: Customer Care Amazon <service@mail-security.club>
Subject: Thông báo hoàn tiền - xác nhận thông tin
Bạn được chọn nhận phần thưởng. Hãy cung cấp thông tin tài khoản và xác nhận tại https://mail-security.club/account/confirm để nhận tiền. Your accunt must be verfy today.",1
"From: Customer Care Microsoft <service@billing-confirm.loan>
Subject: Urgent: unusual login detected
Chúng tôi phát hiện hoạt động bất thường. Bạn phải xác minh thông tin đăng nhập trong 24 giờ tại http://billing-confirm.loan/verify.",1
"From: Dịch vụ khách hàng <no-reply@shop.vn>
Subject: Tài liệu cuộc họp
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được.",0
"From: Kế toán <no-reply@company.vn>
Subject: Phiếu lương tháng này
Xin vui lòng kiểm tra lịch và phản hồi trước thời hạn ghi trong thông báo. Cảm ơn bạn.",0
"From: Customer Care Microsoft <service@verify-login.top>
Subject: Cảnh báo bảo mật - xác minh ngay
Chúng tôi phát hiện hoạt động bất thường. Bạn phải xác minh thông tin đăng nhập trong 24 giờ tại https://verify-login.top/billing/update.",1
"From: Phòng CNTT <no-reply@company.vn>
Subject: Nhắc lịch gia hạn dịch vụ
Vui lòng xem thông tin trong cổng thông tin nội bộ. Nếu cần hỗ trợ, hãy liên hệ bộ phận phụ trách qua kênh chính thức.",0
"From: Apple Support <support@billing-confirm.loan>
Subject: Tài khoản hết hạn hôm nay
Final notice. Verify your account immediately using http://185.10.20.30/account/confirm or access may be suspended. Your accunt must be verfy today.",1
"From: MoMo Billing <billing@account-review.xyz>
Subject: Cảnh báo bảo mật - xác minh ngay
Bạn được chọn nhận phần thưởng. Hãy cung cấp thông tin tài khoản và xác nhận tại https://account-review.xyz/account/confirm để nhận tiền.",1
"From: Dịch vụ khách hàng <no-reply@shop.vn>
Subject: Thông báo giao hàng
Biên nhận được gửi để bạn lưu trữ. Nếu có sai lệch, liên hệ bộ phận chăm sóc khách hàng theo thông tin trên website chính thức. Mọi thay đổi quan trọng sẽ được thông báo trên hệ thống chính thức.",0
"From: Microsoft Support <support@verify-login.top>
Subject: Final notice: verify your account
Chúng tôi phát hiện hoạt động bất thường. Bạn phải xác minh thông tin đăng nhập trong 24 giờ tại https://verify-login.top/security-check.",1
"From: PayPal Security <security@support-center.club>
Subject: Tài khoản hết hạn hôm nay
Tài khoản của bạn sẽ bị đình chỉ nếu không hành động ngay. Truy cập https://support-center.club/security-check để xác minh danh tính.",1
"From: Vietcombank Security <security@mail-security.club>
Subject: Tài khoản hết hạn hôm nay
Chúng tôi phát hiện hoạt động bất thường. Bạn phải xác minh thông tin đăng nhập trong 24 giờ tại http://103.21.55.18/verify.",1
"From: Ban quản trị hệ thống <no-reply@company.vn>
Subject: Xác nhận đăng ký
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được. Nếu không yêu cầu thao tác này, hãy liên hệ bộ phận hỗ trợ.",0
"From: Techcombank Security <security@verify-login.top>
Subject: Khẩn cấp: tài khoản của bạn sắp bị khóa
Khoản hoàn tiền đang chờ xử lý. Vui lòng xác nhận số thẻ, CVV và mã xác minh tại https://verify-login.top/security-check. !!! Hành động ngay lập tức!!!",1
"From: PayPal Billing <billing@service-update.top>
Subject: Urgent: unusual login detected
Khoản hoàn tiền đang chờ xử lý. Vui lòng xác nhận số thẻ, CVV và mã xác minh tại https://service-update.top/billing/update. !!! Hành động ngay lập tức!!!",1
"From: Phòng CNTT <no-reply@company.vn>
Subject: Xác nhận đăng ký
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được. Nếu không yêu cầu thao tác này, hãy liên hệ bộ phận hỗ trợ.",0
"From: Thư viện <no-reply@university.edu.vn>
Subject: Tài liệu cuộc họp
Vui lòng xem thông tin trong cổng thông tin nội bộ. Nếu cần hỗ trợ, hãy liên hệ bộ phận phụ trách qua kênh chính thức. Không gửi thông tin đăng nhập cho bất kỳ ai.",0
"From: Apple Billing <billing@account-check.click>
Subject: Bạn đã trúng thưởng
Tài khoản của bạn sẽ bị đình chỉ nếu không hành động ngay. Truy cập https://account-check.click/security-check để xác minh danh tính. !!! Hành động ngay lập tức!!!",1
"From: Kế toán <no-reply@company.vn>
Subject: Nhắc lịch gia hạn dịch vụ
Đây là thông báo định kỳ. Bạn không cần cung cấp mật khẩu, mã OTP hoặc thông tin thẻ qua email. Nếu không yêu cầu thao tác này, hãy liên hệ bộ phận hỗ trợ.",0
"From: MoMo Billing <billing@login-protect.click>
Subject: Bạn đã trúng thưởng
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại https://login-protect.click/billing/update.",1
"From: Kế toán <no-reply@company.vn>
Subject: Phiếu lương tháng này
Đây là thông báo định kỳ. Bạn không cần cung cấp mật khẩu, mã OTP hoặc thông tin thẻ qua email. Bạn có thể bỏ qua email này nếu thông tin đã được cập nhật.",0
"From: Google Support <support@security-alert.xyz>
Subject: Bạn đã trúng thưởng
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại http://45.76.123.9/verify. !!! Hành động ngay lập tức!!!",1
"From: Amazon Billing <billing@confirm-access.xyz>
Subject: Tài khoản hết hạn hôm nay
Chúng tôi phát hiện hoạt động bất thường. Bạn phải xác minh thông tin đăng nhập trong 24 giờ tại http://confirm-access.xyz/verify.",1
"From: Techcombank Support <support@account-check.click>
Subject: Bạn đã trúng thưởng
Final notice. Verify your account immediately using https://account-check.click/login or access may be suspended.",1
"From: Phòng đào tạo <no-reply@university.edu.vn>
Subject: Thông báo giao hàng
Xin vui lòng kiểm tra lịch và phản hồi trước thời hạn ghi trong thông báo. Cảm ơn bạn.",0
"From: Bộ phận nhân sự <no-reply@company.vn>
Subject: Biên nhận thanh toán
Đây là thông báo định kỳ. Bạn không cần cung cấp mật khẩu, mã OTP hoặc thông tin thẻ qua email.",0
"From: Microsoft Support <support@login-protect.click>
Subject: Urgent: unusual login detected
Khoản hoàn tiền đang chờ xử lý. Vui lòng xác nhận số thẻ, CVV và mã xác minh tại https://login-protect.click/billing/update.",1
"From: Phòng CNTT <no-reply@company.vn>
Subject: Thông báo bảo trì hệ thống
Xin vui lòng kiểm tra lịch và phản hồi trước thời hạn ghi trong thông báo. Cảm ơn bạn. Không gửi thông tin đăng nhập cho bất kỳ ai.",0
"From: Customer Care Vietcombank <service@support-center.club>
Subject: Security alert: act now
Khoản hoàn tiền đang chờ xử lý. Vui lòng xác nhận số thẻ, CVV và mã xác minh tại http://185.10.20.30/account/confirm. !!! Hành động ngay lập tức!!!",1
"From: Kế toán <no-reply@company.vn>
Subject: Thông báo lịch học tuần này
Thông tin chi tiết đã được cập nhật trên hệ thống. Bạn có thể đăng nhập bằng cách tự mở ứng dụng hoặc trang web quen thuộc. Không gửi thông tin đăng nhập cho bất kỳ ai.",0
"From: Ban quản trị hệ thống <no-reply@company.vn>
Subject: Nhắc lịch gia hạn dịch vụ
Đây là thông báo định kỳ. Bạn không cần cung cấp mật khẩu, mã OTP hoặc thông tin thẻ qua email. Không gửi thông tin đăng nhập cho bất kỳ ai. Tham khảo: https://company.vn/account",0
